resume_text,role
"Data Analyst with 0+ years of experience skilled in Tableau, Excel, Data Visualization.",Data Analyst
"Software Engineer with 0+ years of experience skilled in Microservices, Spring Boot, Docker.",Software Engineer
"Data Scientist with 0+ years of experience skilled in Pandas, SQL, Python.",Data Scientist
"Machine Learning Engineer with 3+ years of experience skilled in Scikit-learn, Python, Deep Learning.",Machine Learning Engineer
"DevOps Engineer with 0+ years of experience skilled in Kubernetes, AWS, CI/CD.",DevOps Engineer
"Data Scientist with 7+ years of experience skilled in Pandas, Machine Learning, Python.",Data Scientist
"Product Manager with 3+ years of experience skilled in Roadmapping, Scrum, Agile.",Product Manager
"Web Developer with 8+ years of experience skilled in Node.js, HTML, JavaScript.",Web Developer
"Machine Learning Engineer with 1+ years of experience skilled in Scikit-learn, NLP, Deep Learning.",Machine Learning Engineer
"Software Engineer with 5+ years of experience skilled in Spring Boot, Microservices, Java.",Software Engineer
"Machine Learning Engineer with 4+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Web Developer with 0+ years of experience skilled in JavaScript, Node.js, CSS.",Web Developer
"Machine Learning Engineer with 2+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Machine Learning Engineer with 4+ years of experience skilled in NLP, Deep Learning, Python.",Machine Learning Engineer
"Data Analyst with 7+ years of experience skilled in Excel, Tableau, SQL.",Data Analyst
"Product Manager with 6+ years of experience skilled in Agile, Scrum, Roadmapping.",Product Manager
"Web Developer with 6+ years of experience skilled in Node.js, JavaScript, CSS.",Web Developer
"Data Scientist with 8+ years of experience skilled in SQL, Pandas, Python.",Data Scientist
"Machine Learning Engineer with 10+ years of experience skilled in NLP, Python, Deep Learning.",Machine Learning Engineer
"DevOps Engineer with 9+ years of experience skilled in Kubernetes, Docker, Linux.",DevOps Engineer
"Web Developer with 9+ years of experience skilled in HTML, Node.js, CSS.",Web Developer
"Product Manager with 1+ years of experience skilled in Scrum, Market Research, Agile.",Product Manager
"Business Analyst with 3+ years of experience skilled in SQL, Excel, Power BI.",Business Analyst
"Data Analyst with 9+ years of experience skilled in Data Visualization, SQL, Tableau.",Data Analyst
"Data Analyst with 3+ years of experience skilled in Excel, Data Visualization, SQL.",Data Analyst
"Data Scientist with 4+ years of experience skilled in TensorFlow, Python, Pandas.",Data Scientist
"Product Manager with 0+ years of experience skilled in Roadmapping, Agile, Market Research.",Product Manager
"Machine Learning Engineer with 8+ years of experience skilled in Scikit-learn, Deep Learning, Python.",Machine Learning Engineer
"Machine Learning Engineer with 0+ years of experience skilled in Deep Learning, Scikit-learn, NLP.",Machine Learning Engineer
"Software Engineer with 4+ years of experience skilled in Java, Microservices, Spring Boot.",Software Engineer
"Business Analyst with 4+ years of experience skilled in Requirement Analysis, Excel, Power BI.",Business Analyst
"Web Developer with 10+ years of experience skilled in React, CSS, Node.js.",Web Developer
"Business Analyst with 8+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Product Manager with 1+ years of experience skilled in Market Research, Scrum, Agile.",Product Manager
"Web Developer with 0+ years of experience skilled in React, Node.js, JavaScript.",Web Developer
"Machine Learning Engineer with 3+ years of experience skilled in Python, NLP, Deep Learning.",Machine Learning Engineer
"DevOps Engineer with 1+ years of experience skilled in Linux, CI/CD, AWS.",DevOps Engineer
"DevOps Engineer with 9+ years of experience skilled in Linux, AWS, CI/CD.",DevOps Engineer
"Software Engineer with 4+ years of experience skilled in Microservices, Docker, Java.",Software Engineer
"Web Developer with 6+ years of experience skilled in CSS, Node.js, HTML.",Web Developer
"Data Analyst with 9+ years of experience skilled in SQL, Data Visualization, Tableau.",Data Analyst
"Product Manager with 7+ years of experience skilled in Roadmapping, Market Research, Scrum.",Product Manager
"Product Manager with 10+ years of experience skilled in Market Research, Agile, Roadmapping.",Product Manager
"Software Engineer with 3+ years of experience skilled in Spring Boot, Docker, REST APIs.",Software Engineer
"Data Analyst with 9+ years of experience skilled in Excel, Tableau, Data Visualization.",Data Analyst
"DevOps Engineer with 1+ years of experience skilled in CI/CD, Kubernetes, Linux.",DevOps Engineer
"Data Analyst with 7+ years of experience skilled in Tableau, Data Visualization, SQL.",Data Analyst
"DevOps Engineer with 0+ years of experience skilled in AWS, Kubernetes, CI/CD.",DevOps Engineer
"DevOps Engineer with 0+ years of experience skilled in CI/CD, Docker, Kubernetes.",DevOps Engineer
"Web Developer with 4+ years of experience skilled in CSS, Node.js, HTML.",Web Developer
"DevOps Engineer with 6+ years of experience skilled in Linux, Docker, Kubernetes.",DevOps Engineer
"Web Developer with 10+ years of experience skilled in Node.js, React, JavaScript.",Web Developer
"Business Analyst with 4+ years of experience skilled in Requirement Analysis, Excel, SQL.",Business Analyst
"Software Engineer with 6+ years of experience skilled in Spring Boot, Docker, REST APIs.",Software Engineer
"Business Analyst with 5+ years of experience skilled in SQL, Excel, Requirement Analysis.",Business Analyst
"Data Scientist with 2+ years of experience skilled in SQL, Python, Machine Learning.",Data Scientist
"Web Developer with 3+ years of experience skilled in CSS, HTML, React.",Web Developer
"Machine Learning Engineer with 8+ years of experience skilled in Scikit-learn, Deep Learning, Python.",Machine Learning Engineer
"Data Scientist with 10+ years of experience skilled in SQL, TensorFlow, Pandas.",Data Scientist
"Data Scientist with 5+ years of experience skilled in SQL, TensorFlow, Python.",Data Scientist
"Machine Learning Engineer with 6+ years of experience skilled in Scikit-learn, Deep Learning, Python.",Machine Learning Engineer
"Business Analyst with 2+ years of experience skilled in Excel, SQL, Requirement Analysis.",Business Analyst
"Machine Learning Engineer with 3+ years of experience skilled in NLP, Python, Scikit-learn.",Machine Learning Engineer
"Web Developer with 8+ years of experience skilled in CSS, HTML, React.",Web Developer
"DevOps Engineer with 7+ years of experience skilled in Docker, AWS, CI/CD.",DevOps Engineer
"Web Developer with 8+ years of experience skilled in Node.js, JavaScript, HTML.",Web Developer
"Machine Learning Engineer with 5+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Software Engineer with 7+ years of experience skilled in REST APIs, Spring Boot, Microservices.",Software Engineer
"Software Engineer with 8+ years of experience skilled in Spring Boot, REST APIs, Docker.",Software Engineer
"Web Developer with 4+ years of experience skilled in JavaScript, React, CSS.",Web Developer
"Product Manager with 2+ years of experience skilled in Roadmapping, Agile, Market Research.",Product Manager
"Business Analyst with 3+ years of experience skilled in SQL, Requirement Analysis, Excel.",Business Analyst
"Product Manager with 9+ years of experience skilled in Market Research, Agile, Roadmapping.",Product Manager
"Software Engineer with 4+ years of experience skilled in Docker, Microservices, Java.",Software Engineer
"Data Analyst with 9+ years of experience skilled in SQL, Excel, Tableau.",Data Analyst
"Data Scientist with 6+ years of experience skilled in SQL, Machine Learning, Python.",Data Scientist
"Web Developer with 0+ years of experience skilled in JavaScript, HTML, Node.js.",Web Developer
"Product Manager with 8+ years of experience skilled in Market Research, Roadmapping, Scrum.",Product Manager
"Data Scientist with 5+ years of experience skilled in Machine Learning, TensorFlow, SQL.",Data Scientist
"DevOps Engineer with 4+ years of experience skilled in AWS, Kubernetes, Linux.",DevOps Engineer
"Software Engineer with 7+ years of experience skilled in REST APIs, Docker, Spring Boot.",Software Engineer
"Software Engineer with 1+ years of experience skilled in Docker, Java, REST APIs.",Software Engineer
"Data Analyst with 8+ years of experience skilled in Excel, Data Visualization, SQL.",Data Analyst
"Data Scientist with 8+ years of experience skilled in Machine Learning, TensorFlow, Pandas.",Data Scientist
"Software Engineer with 3+ years of experience skilled in Docker, Spring Boot, REST APIs.",Software Engineer
"Software Engineer with 0+ years of experience skilled in Microservices, REST APIs, Java.",Software Engineer
"Software Engineer with 2+ years of experience skilled in Docker, REST APIs, Java.",Software Engineer
"Data Analyst with 4+ years of experience skilled in Excel, SQL, Tableau.",Data Analyst
"Machine Learning Engineer with 6+ years of experience skilled in Deep Learning, NLP, Scikit-learn.",Machine Learning Engineer
"Data Analyst with 1+ years of experience skilled in Data Visualization, Excel, SQL.",Data Analyst
"DevOps Engineer with 9+ years of experience skilled in CI/CD, Docker, Kubernetes.",DevOps Engineer
"Data Analyst with 7+ years of experience skilled in SQL, Excel, Tableau.",Data Analyst
"Business Analyst with 6+ years of experience skilled in Requirement Analysis, Excel, SQL.",Business Analyst
"Software Engineer with 5+ years of experience skilled in Microservices, Docker, Spring Boot.",Software Engineer
"Web Developer with 8+ years of experience skilled in React, JavaScript, HTML.",Web Developer
"Data Scientist with 6+ years of experience skilled in SQL, TensorFlow, Pandas.",Data Scientist
"Product Manager with 2+ years of experience skilled in Scrum, Agile, Roadmapping.",Product Manager
"Product Manager with 9+ years of experience skilled in Roadmapping, Agile, Scrum.",Product Manager
"Web Developer with 0+ years of experience skilled in HTML, React, JavaScript.",Web Developer
"Business Analyst with 1+ years of experience skilled in Requirement Analysis, SQL, Excel.",Business Analyst
"Data Scientist with 2+ years of experience skilled in Machine Learning, Pandas, TensorFlow.",Data Scientist
"Business Analyst with 4+ years of experience skilled in Excel, Requirement Analysis, Power BI.",Business Analyst
"Product Manager with 2+ years of experience skilled in Scrum, Market Research, Roadmapping.",Product Manager
"DevOps Engineer with 5+ years of experience skilled in CI/CD, Kubernetes, Docker.",DevOps Engineer
"Web Developer with 10+ years of experience skilled in JavaScript, HTML, Node.js.",Web Developer
"Product Manager with 8+ years of experience skilled in Agile, Market Research, Roadmapping.",Product Manager
"Data Scientist with 6+ years of experience skilled in TensorFlow, Machine Learning, Python.",Data Scientist
"Business Analyst with 1+ years of experience skilled in Requirement Analysis, SQL, Power BI.",Business Analyst
"Product Manager with 7+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Software Engineer with 3+ years of experience skilled in Docker, Spring Boot, Java.",Software Engineer
"Machine Learning Engineer with 6+ years of experience skilled in Deep Learning, NLP, Scikit-learn.",Machine Learning Engineer
"Software Engineer with 7+ years of experience skilled in Docker, Java, Microservices.",Software Engineer
"Product Manager with 6+ years of experience skilled in Roadmapping, Scrum, Market Research.",Product Manager
"Web Developer with 2+ years of experience skilled in CSS, React, JavaScript.",Web Developer
"Data Analyst with 2+ years of experience skilled in Excel, Data Visualization, SQL.",Data Analyst
"Machine Learning Engineer with 8+ years of experience skilled in Scikit-learn, Deep Learning, Python.",Machine Learning Engineer
"Business Analyst with 8+ years of experience skilled in SQL, Requirement Analysis, Excel.",Business Analyst
"Product Manager with 5+ years of experience skilled in Roadmapping, Agile, Scrum.",Product Manager
"Business Analyst with 10+ years of experience skilled in Power BI, Requirement Analysis, Excel.",Business Analyst
"Web Developer with 4+ years of experience skilled in CSS, JavaScript, React.",Web Developer
"Product Manager with 9+ years of experience skilled in Roadmapping, Scrum, Market Research.",Product Manager
"DevOps Engineer with 1+ years of experience skilled in AWS, CI/CD, Linux.",DevOps Engineer
"Product Manager with 5+ years of experience skilled in Scrum, Agile, Roadmapping.",Product Manager
"Software Engineer with 7+ years of experience skilled in Spring Boot, Java, REST APIs.",Software Engineer
"Machine Learning Engineer with 6+ years of experience skilled in Scikit-learn, NLP, Deep Learning.",Machine Learning Engineer
"Software Engineer with 0+ years of experience skilled in Java, Microservices, REST APIs.",Software Engineer
"Software Engineer with 9+ years of experience skilled in REST APIs, Spring Boot, Microservices.",Software Engineer
"Data Analyst with 8+ years of experience skilled in Tableau, SQL, Excel.",Data Analyst
"Software Engineer with 0+ years of experience skilled in Java, REST APIs, Spring Boot.",Software Engineer
"Machine Learning Engineer with 4+ years of experience skilled in Scikit-learn, NLP, Deep Learning.",Machine Learning Engineer
"Product Manager with 1+ years of experience skilled in Roadmapping, Agile, Scrum.",Product Manager
"Product Manager with 6+ years of experience skilled in Market Research, Scrum, Agile.",Product Manager
"DevOps Engineer with 9+ years of experience skilled in AWS, CI/CD, Linux.",DevOps Engineer
"Product Manager with 2+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Machine Learning Engineer with 9+ years of experience skilled in Scikit-learn, Python, Deep Learning.",Machine Learning Engineer
"Machine Learning Engineer with 4+ years of experience skilled in Python, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Web Developer with 7+ years of experience skilled in Node.js, JavaScript, React.",Web Developer
"Web Developer with 10+ years of experience skilled in React, CSS, HTML.",Web Developer
"Business Analyst with 3+ years of experience skilled in Power BI, Excel, SQL.",Business Analyst
"Machine Learning Engineer with 3+ years of experience skilled in Python, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Machine Learning Engineer with 2+ years of experience skilled in Scikit-learn, NLP, Deep Learning.",Machine Learning Engineer
"Data Scientist with 5+ years of experience skilled in SQL, Python, Pandas.",Data Scientist
"DevOps Engineer with 6+ years of experience skilled in Docker, AWS, Linux.",DevOps Engineer
"DevOps Engineer with 7+ years of experience skilled in CI/CD, AWS, Docker.",DevOps Engineer
"Software Engineer with 10+ years of experience skilled in Docker, Spring Boot, Microservices.",Software Engineer
"Product Manager with 1+ years of experience skilled in Agile, Roadmapping, Market Research.",Product Manager
"Software Engineer with 5+ years of experience skilled in Spring Boot, Java, Microservices.",Software Engineer
"Software Engineer with 3+ years of experience skilled in Java, Docker, REST APIs.",Software Engineer
"Data Scientist with 4+ years of experience skilled in Machine Learning, TensorFlow, SQL.",Data Scientist
"Product Manager with 0+ years of experience skilled in Market Research, Roadmapping, Agile.",Product Manager
"Product Manager with 10+ years of experience skilled in Roadmapping, Agile, Market Research.",Product Manager
"DevOps Engineer with 8+ years of experience skilled in AWS, Kubernetes, Linux.",DevOps Engineer
"Software Engineer with 8+ years of experience skilled in Docker, Microservices, Spring Boot.",Software Engineer
"Machine Learning Engineer with 6+ years of experience skilled in Deep Learning, Python, NLP.",Machine Learning Engineer
"Data Scientist with 4+ years of experience skilled in TensorFlow, Machine Learning, Pandas.",Data Scientist
"DevOps Engineer with 9+ years of experience skilled in Docker, CI/CD, AWS.",DevOps Engineer
"Business Analyst with 1+ years of experience skilled in Requirement Analysis, Power BI, SQL.",Business Analyst
"Data Analyst with 6+ years of experience skilled in Tableau, Excel, SQL.",Data Analyst
"Data Analyst with 9+ years of experience skilled in Data Visualization, Tableau, Excel.",Data Analyst
"Business Analyst with 2+ years of experience skilled in SQL, Requirement Analysis, Power BI.",Business Analyst
"Data Scientist with 9+ years of experience skilled in SQL, Pandas, Machine Learning.",Data Scientist
"Data Scientist with 9+ years of experience skilled in Machine Learning, Python, SQL.",Data Scientist
"Data Scientist with 1+ years of experience skilled in Pandas, Machine Learning, TensorFlow.",Data Scientist
"Product Manager with 0+ years of experience skilled in Roadmapping, Agile, Market Research.",Product Manager
"DevOps Engineer with 2+ years of experience skilled in CI/CD, Kubernetes, Linux.",DevOps Engineer
"Data Analyst with 7+ years of experience skilled in Excel, Tableau, SQL.",Data Analyst
"Business Analyst with 10+ years of experience skilled in Requirement Analysis, Excel, Power BI.",Business Analyst
"Web Developer with 1+ years of experience skilled in HTML, CSS, Node.js.",Web Developer
"Data Scientist with 7+ years of experience skilled in Python, Machine Learning, SQL.",Data Scientist
"DevOps Engineer with 9+ years of experience skilled in Docker, AWS, CI/CD.",DevOps Engineer
"Data Scientist with 9+ years of experience skilled in TensorFlow, Pandas, Machine Learning.",Data Scientist
"DevOps Engineer with 2+ years of experience skilled in AWS, CI/CD, Docker.",DevOps Engineer
"Product Manager with 1+ years of experience skilled in Agile, Roadmapping, Scrum.",Product Manager
"Business Analyst with 7+ years of experience skilled in Requirement Analysis, SQL, Power BI.",Business Analyst
"Business Analyst with 8+ years of experience skilled in Excel, Power BI, SQL.",Business Analyst
"Data Analyst with 8+ years of experience skilled in Excel, SQL, Tableau.",Data Analyst
"Software Engineer with 1+ years of experience skilled in Docker, REST APIs, Spring Boot.",Software Engineer
"Data Scientist with 9+ years of experience skilled in Pandas, Machine Learning, SQL.",Data Scientist
"Business Analyst with 9+ years of experience skilled in Power BI, SQL, Requirement Analysis.",Business Analyst
"Product Manager with 10+ years of experience skilled in Scrum, Agile, Roadmapping.",Product Manager
"Web Developer with 3+ years of experience skilled in JavaScript, Node.js, CSS.",Web Developer
"Data Scientist with 10+ years of experience skilled in Machine Learning, SQL, Python.",Data Scientist
"Machine Learning Engineer with 2+ years of experience skilled in Python, Deep Learning, NLP.",Machine Learning Engineer
"Machine Learning Engineer with 1+ years of experience skilled in Deep Learning, NLP, Scikit-learn.",Machine Learning Engineer
"Product Manager with 0+ years of experience skilled in Market Research, Roadmapping, Agile.",Product Manager
"DevOps Engineer with 4+ years of experience skilled in CI/CD, Linux, Kubernetes.",DevOps Engineer
"Product Manager with 3+ years of experience skilled in Scrum, Roadmapping, Market Research.",Product Manager
"Software Engineer with 9+ years of experience skilled in Microservices, Java, Docker.",Software Engineer
"Machine Learning Engineer with 7+ years of experience skilled in NLP, Python, Scikit-learn.",Machine Learning Engineer
"Product Manager with 10+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Product Manager with 0+ years of experience skilled in Roadmapping, Agile, Scrum.",Product Manager
"Data Scientist with 7+ years of experience skilled in SQL, TensorFlow, Machine Learning.",Data Scientist
"Product Manager with 2+ years of experience skilled in Agile, Scrum, Market Research.",Product Manager
"Web Developer with 0+ years of experience skilled in React, CSS, Node.js.",Web Developer
"Machine Learning Engineer with 8+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Software Engineer with 2+ years of experience skilled in Java, Spring Boot, Microservices.",Software Engineer
"Data Analyst with 2+ years of experience skilled in Data Visualization, Tableau, SQL.",Data Analyst
"Data Analyst with 5+ years of experience skilled in Data Visualization, Tableau, SQL.",Data Analyst
"Data Analyst with 3+ years of experience skilled in Tableau, SQL, Data Visualization.",Data Analyst
"Machine Learning Engineer with 1+ years of experience skilled in Scikit-learn, Python, NLP.",Machine Learning Engineer
"Software Engineer with 0+ years of experience skilled in REST APIs, Microservices, Docker.",Software Engineer
"Web Developer with 5+ years of experience skilled in CSS, HTML, React.",Web Developer
"Web Developer with 1+ years of experience skilled in JavaScript, HTML, Node.js.",Web Developer
"Data Scientist with 9+ years of experience skilled in SQL, Python, TensorFlow.",Data Scientist
"Web Developer with 1+ years of experience skilled in React, HTML, JavaScript.",Web Developer
"Product Manager with 4+ years of experience skilled in Roadmapping, Market Research, Agile.",Product Manager
"Product Manager with 7+ years of experience skilled in Roadmapping, Scrum, Agile.",Product Manager
"Software Engineer with 6+ years of experience skilled in REST APIs, Microservices, Spring Boot.",Software Engineer
"Data Analyst with 0+ years of experience skilled in SQL, Data Visualization, Tableau.",Data Analyst
"Machine Learning Engineer with 4+ years of experience skilled in NLP, Deep Learning, Python.",Machine Learning Engineer
"DevOps Engineer with 10+ years of experience skilled in CI/CD, AWS, Kubernetes.",DevOps Engineer
"Product Manager with 0+ years of experience skilled in Market Research, Scrum, Roadmapping.",Product Manager
"Data Scientist with 6+ years of experience skilled in Pandas, Machine Learning, Python.",Data Scientist
"Product Manager with 3+ years of experience skilled in Market Research, Scrum, Agile.",Product Manager
"Data Analyst with 8+ years of experience skilled in Tableau, Data Visualization, Excel.",Data Analyst
"Web Developer with 5+ years of experience skilled in CSS, Node.js, HTML.",Web Developer
"Web Developer with 7+ years of experience skilled in HTML, React, JavaScript.",Web Developer
"Software Engineer with 1+ years of experience skilled in REST APIs, Java, Spring Boot.",Software Engineer
"Data Analyst with 1+ years of experience skilled in Tableau, Excel, SQL.",Data Analyst
"Product Manager with 0+ years of experience skilled in Roadmapping, Agile, Market Research.",Product Manager
"Web Developer with 3+ years of experience skilled in Node.js, JavaScript, React.",Web Developer
"Product Manager with 0+ years of experience skilled in Scrum, Agile, Roadmapping.",Product Manager
"DevOps Engineer with 3+ years of experience skilled in Linux, Kubernetes, AWS.",DevOps Engineer
"DevOps Engineer with 2+ years of experience skilled in Docker, AWS, CI/CD.",DevOps Engineer
"Business Analyst with 1+ years of experience skilled in Power BI, SQL, Requirement Analysis.",Business Analyst
"Software Engineer with 10+ years of experience skilled in Docker, Microservices, Java.",Software Engineer
"Business Analyst with 0+ years of experience skilled in Requirement Analysis, SQL, Excel.",Business Analyst
"Data Analyst with 10+ years of experience skilled in Excel, Data Visualization, SQL.",Data Analyst
"Data Analyst with 9+ years of experience skilled in SQL, Data Visualization, Excel.",Data Analyst
"Software Engineer with 0+ years of experience skilled in Java, Docker, Spring Boot.",Software Engineer
"Software Engineer with 1+ years of experience skilled in Microservices, Java, REST APIs.",Software Engineer
"Data Analyst with 3+ years of experience skilled in Tableau, Data Visualization, SQL.",Data Analyst
"Web Developer with 8+ years of experience skilled in HTML, JavaScript, React.",Web Developer
"DevOps Engineer with 9+ years of experience skilled in CI/CD, AWS, Docker.",DevOps Engineer
"Machine Learning Engineer with 9+ years of experience skilled in Deep Learning, NLP, Scikit-learn.",Machine Learning Engineer
"DevOps Engineer with 0+ years of experience skilled in AWS, CI/CD, Kubernetes.",DevOps Engineer
"Web Developer with 2+ years of experience skilled in React, HTML, Node.js.",Web Developer
"Data Analyst with 5+ years of experience skilled in Excel, Data Visualization, SQL.",Data Analyst
"DevOps Engineer with 4+ years of experience skilled in Linux, AWS, Kubernetes.",DevOps Engineer
"DevOps Engineer with 5+ years of experience skilled in CI/CD, AWS, Docker.",DevOps Engineer
"Business Analyst with 10+ years of experience skilled in Excel, Requirement Analysis, SQL.",Business Analyst
"Product Manager with 5+ years of experience skilled in Scrum, Market Research, Agile.",Product Manager
"Software Engineer with 7+ years of experience skilled in Docker, Microservices, REST APIs.",Software Engineer
"Web Developer with 8+ years of experience skilled in Node.js, JavaScript, React.",Web Developer
"DevOps Engineer with 0+ years of experience skilled in Linux, CI/CD, Kubernetes.",DevOps Engineer
"DevOps Engineer with 9+ years of experience skilled in AWS, Linux, Docker.",DevOps Engineer
"Software Engineer with 0+ years of experience skilled in REST APIs, Microservices, Docker.",Software Engineer
"Data Scientist with 2+ years of experience skilled in SQL, Machine Learning, TensorFlow.",Data Scientist
"Web Developer with 0+ years of experience skilled in HTML, CSS, Node.js.",Web Developer
"Machine Learning Engineer with 8+ years of experience skilled in Python, Deep Learning, Scikit-learn.",Machine Learning Engineer
"DevOps Engineer with 0+ years of experience skilled in CI/CD, Docker, Linux.",DevOps Engineer
"DevOps Engineer with 1+ years of experience skilled in CI/CD, AWS, Kubernetes.",DevOps Engineer
"Product Manager with 3+ years of experience skilled in Scrum, Roadmapping, Agile.",Product Manager
"Product Manager with 1+ years of experience skilled in Agile, Scrum, Market Research.",Product Manager
"Web Developer with 3+ years of experience skilled in Node.js, React, CSS.",Web Developer
"DevOps Engineer with 2+ years of experience skilled in CI/CD, AWS, Docker.",DevOps Engineer
"Web Developer with 1+ years of experience skilled in JavaScript, CSS, HTML.",Web Developer
"Product Manager with 6+ years of experience skilled in Roadmapping, Market Research, Scrum.",Product Manager
"DevOps Engineer with 2+ years of experience skilled in Linux, Docker, CI/CD.",DevOps Engineer
"Product Manager with 1+ years of experience skilled in Scrum, Roadmapping, Agile.",Product Manager
"Software Engineer with 5+ years of experience skilled in Microservices, REST APIs, Docker.",Software Engineer
"Machine Learning Engineer with 2+ years of experience skilled in Scikit-learn, Deep Learning, Python.",Machine Learning Engineer
"Business Analyst with 1+ years of experience skilled in SQL, Excel, Power BI.",Business Analyst
"Web Developer with 2+ years of experience skilled in HTML, CSS, Node.js.",Web Developer
"Data Analyst with 0+ years of experience skilled in SQL, Data Visualization, Excel.",Data Analyst
"Machine Learning Engineer with 2+ years of experience skilled in Python, Deep Learning, NLP.",Machine Learning Engineer
"Software Engineer with 10+ years of experience skilled in REST APIs, Java, Microservices.",Software Engineer
"Product Manager with 6+ years of experience skilled in Agile, Market Research, Scrum.",Product Manager
"Product Manager with 1+ years of experience skilled in Scrum, Market Research, Agile.",Product Manager
"Product Manager with 1+ years of experience skilled in Agile, Roadmapping, Market Research.",Product Manager
"Data Scientist with 5+ years of experience skilled in SQL, Python, Pandas.",Data Scientist
"Data Scientist with 0+ years of experience skilled in Python, SQL, TensorFlow.",Data Scientist
"Machine Learning Engineer with 9+ years of experience skilled in NLP, Python, Scikit-learn.",Machine Learning Engineer
"Software Engineer with 1+ years of experience skilled in Microservices, Java, REST APIs.",Software Engineer
"Machine Learning Engineer with 0+ years of experience skilled in Deep Learning, Scikit-learn, NLP.",Machine Learning Engineer
"DevOps Engineer with 2+ years of experience skilled in Kubernetes, Docker, AWS.",DevOps Engineer
"Software Engineer with 0+ years of experience skilled in Java, Docker, Spring Boot.",Software Engineer
"Business Analyst with 10+ years of experience skilled in Requirement Analysis, SQL, Excel.",Business Analyst
"Software Engineer with 6+ years of experience skilled in Java, Docker, REST APIs.",Software Engineer
"Data Analyst with 2+ years of experience skilled in SQL, Tableau, Data Visualization.",Data Analyst
"Business Analyst with 0+ years of experience skilled in Power BI, SQL, Requirement Analysis.",Business Analyst
"Business Analyst with 0+ years of experience skilled in Excel, Requirement Analysis, Power BI.",Business Analyst
"Business Analyst with 3+ years of experience skilled in Power BI, SQL, Requirement Analysis.",Business Analyst
"Business Analyst with 2+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Machine Learning Engineer with 3+ years of experience skilled in Scikit-learn, Deep Learning, NLP.",Machine Learning Engineer
"Machine Learning Engineer with 3+ years of experience skilled in Scikit-learn, Deep Learning, Python.",Machine Learning Engineer
"Software Engineer with 4+ years of experience skilled in Java, REST APIs, Spring Boot.",Software Engineer
"Software Engineer with 2+ years of experience skilled in Docker, Spring Boot, REST APIs.",Software Engineer
"Data Analyst with 9+ years of experience skilled in Data Visualization, SQL, Tableau.",Data Analyst
"Web Developer with 9+ years of experience skilled in JavaScript, HTML, CSS.",Web Developer
"Data Analyst with 7+ years of experience skilled in Excel, Data Visualization, SQL.",Data Analyst
"Data Scientist with 7+ years of experience skilled in Python, Pandas, Machine Learning.",Data Scientist
"Data Scientist with 7+ years of experience skilled in TensorFlow, Machine Learning, Pandas.",Data Scientist
"Product Manager with 5+ years of experience skilled in Scrum, Roadmapping, Agile.",Product Manager
"Machine Learning Engineer with 4+ years of experience skilled in Python, Deep Learning, NLP.",Machine Learning Engineer
"Data Scientist with 0+ years of experience skilled in Pandas, SQL, Machine Learning.",Data Scientist
"Machine Learning Engineer with 8+ years of experience skilled in NLP, Deep Learning, Python.",Machine Learning Engineer
"Data Analyst with 8+ years of experience skilled in Excel, Tableau, Data Visualization.",Data Analyst
"Software Engineer with 10+ years of experience skilled in Docker, Java, Microservices.",Software Engineer
"Web Developer with 3+ years of experience skilled in JavaScript, CSS, Node.js.",Web Developer
"Product Manager with 7+ years of experience skilled in Scrum, Agile, Roadmapping.",Product Manager
"Machine Learning Engineer with 10+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Data Scientist with 5+ years of experience skilled in Python, Machine Learning, Pandas.",Data Scientist
"Business Analyst with 5+ years of experience skilled in Requirement Analysis, SQL, Power BI.",Business Analyst
"Software Engineer with 8+ years of experience skilled in Microservices, REST APIs, Spring Boot.",Software Engineer
"Machine Learning Engineer with 0+ years of experience skilled in Deep Learning, Scikit-learn, NLP.",Machine Learning Engineer
"Data Scientist with 3+ years of experience skilled in Machine Learning, Pandas, Python.",Data Scientist
"Product Manager with 2+ years of experience skilled in Market Research, Roadmapping, Agile.",Product Manager
"Data Scientist with 2+ years of experience skilled in SQL, TensorFlow, Machine Learning.",Data Scientist
"Software Engineer with 1+ years of experience skilled in Spring Boot, Microservices, Docker.",Software Engineer
"Web Developer with 6+ years of experience skilled in JavaScript, HTML, Node.js.",Web Developer
"Machine Learning Engineer with 3+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Web Developer with 10+ years of experience skilled in CSS, HTML, JavaScript.",Web Developer
"Web Developer with 4+ years of experience skilled in HTML, JavaScript, React.",Web Developer
"Machine Learning Engineer with 4+ years of experience skilled in Scikit-learn, Python, NLP.",Machine Learning Engineer
